Latitude (decimal degrees):	49.915
Longitude (decimal degrees):	21.866
Elevation (m):	230
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200603:2210,0.0,0.0,0.0,8.72,1.72,0.0
20200603:2310,0.0,0.0,0.0,7.82,1.72,0.0
20200604:0010,0.0,0.0,0.0,7.36,1.59,0.0
20200604:0110,0.0,0.0,0.0,6.76,1.59,0.0
20200604:0210,0.0,0.0,0.0,6.27,1.59,0.0
20200604:0310,6.05,17.03,5.09,6.19,1.59,0.0
20200604:0410,341.2,402.43,13.91,7.15,1.38,0.0
20200604:0510,511.49,613.36,23.3,9.34,1.38,0.0
20200604:0610,628.02,771.43,32.94,11.85,1.72,0.0
20200604:0710,634.81,774.37,42.44,13.68,3.45,0.0
20200604:0810,725.42,902.54,51.23,14.87,3.17,0.0
20200604:0910,749.83,941.71,58.36,15.82,2.97,0.0
20200604:1010,611.38,761.71,62.24,16.83,3.1,0.0
20200604:1110,519.16,645.94,61.41,17.81,3.38,0.0
20200604:1210,413.35,516.21,56.23,18.3,3.86,0.0
20200604:1310,302.81,396.72,48.39,18.34,4.28,0.0
20200604:1410,169.25,248.7,39.28,18.39,4.41,0.0
20200604:1510,91.15,126.71,29.68,18.04,3.66,0.0
20200604:1610,75.31,107.7,20.09,17.88,3.17,0.0
20200604:1710,42.21,66.97,10.85,17.23,2.76,0.0
20200604:1810,0.0,2.72,2.3,16.35,2.83,0.0
20200604:1910,0.0,0.0,0.0,15.51,4.21,0.0
20200604:2010,0.0,0.0,0.0,14.97,4.41,0.0
20200604:2110,0.0,0.0,0.0,14.88,4.83,0.0
20200604:2210,0.0,0.0,0.0,14.79,4.76,0.0
20200604:2310,0.0,0.0,0.0,14.68,4.83,0.0
20200605:0010,0.0,0.0,0.0,14.93,4.97,0.0
20200605:0110,0.0,0.0,0.0,15.16,4.97,0.0
20200605:0210,0.0,0.0,0.0,15.35,4.83,0.0
20200605:0310,4.6,15.14,5.15,15.28,4.76,0.0
20200605:0410,46.32,71.34,13.97,15.19,4.83,0.0
20200605:0510,45.85,70.95,23.36,15.59,5.1,0.0
20200605:0610,144.73,188.14,32.99,16.27,4.83,0.0
20200605:0710,275.28,338.37,42.49,15.88,6.07,0.0
20200605:0810,385.62,470.91,51.3,16.68,5.52,0.0
20200605:0910,115.36,155.14,58.44,18.49,7.31,0.0
20200605:1010,542.82,665.67,62.35,19.63,7.72,0.0
20200605:1110,516.63,636.59,61.53,19.83,6.76,0.0
20200605:1210,229.84,291.49,56.34,19.65,6.55,0.0
20200605:1310,295.14,372.77,48.5,19.52,5.93,0.0
20200605:1410,143.26,189.35,39.39,20.09,7.17,0.0
20200605:1510,145.92,192.78,29.79,20.31,6.41,0.0
20200605:1610,96.64,133.95,20.2,19.6,4.9,0.0
20200605:1710,32.02,54.3,10.96,18.67,4.69,0.0
20200605:1810,0.0,0.91,2.41,17.8,4.14,0.0
20200605:1910,0.0,0.0,0.0,16.12,4.0,0.0
20200605:2010,0.0,0.0,0.0,15.55,3.72,0.0
20200605:2110,0.0,0.0,0.0,15.34,3.52,0.0
20200605:2210,0.0,0.0,0.0,15.17,3.24,0.0
20200605:2310,0.0,0.0,0.0,14.89,2.83,0.0
20200606:0010,0.0,0.0,0.0,14.59,2.48,0.0
20200606:0110,0.0,0.0,0.0,14.24,2.28,0.0
20200606:0210,0.0,0.0,0.0,13.83,2.34,0.0
20200606:0310,0.0,3.78,5.21,13.78,2.34,0.0
20200606:0410,126.36,164.55,14.02,14.38,2.21,0.0
20200606:0510,563.45,692.79,23.41,15.52,2.28,0.0
20200606:0610,658.94,825.56,33.04,16.8,2.41,0.0
20200606:0710,718.84,913.08,42.55,18.48,2.83,0.0
20200606:0810,747.35,958.83,51.36,19.58,2.9,0.0
20200606:0910,729.81,937.44,58.52,20.63,3.03,0.0
20200606:1010,672.06,859.21,62.45,21.58,3.17,0.0
20200606:1110,576.27,731.05,61.64,22.42,3.59,0.0
20200606:1210,447.34,571.51,56.46,22.92,3.66,0.0
20200606:1310,290.1,394.26,48.61,22.99,3.24,0.0
20200606:1410,130.16,218.29,39.49,23.1,2.76,0.0
20200606:1510,53.78,83.27,29.9,22.93,2.55,0.0
20200606:1610,69.86,103.18,20.3,22.41,2.21,0.0
20200606:1710,38.5,63.35,11.07,21.29,2.21,0.0
20200606:1810,0.0,4.53,2.52,19.97,2.55,0.0
20200606:1910,0.0,0.0,0.0,19.09,2.48,0.0
20200606:2010,0.0,0.0,0.0,18.14,2.62,0.0
20200606:2110,0.0,0.0,0.0,17.62,2.76,0.0
20200606:2210,0.0,0.0,0.0,17.23,2.62,0.0
20200606:2310,0.0,0.0,0.0,16.8,2.48,0.0
20200607:0010,0.0,0.0,0.0,16.29,2.34,0.0
20200607:0110,0.0,0.0,0.0,15.91,2.21,0.0
20200607:0210,0.0,0.0,0.0,15.39,2.07,0.0
20200607:0310,0.0,3.78,5.27,14.97,1.93,0.0
20200607:0410,4.59,15.14,14.07,15.49,1.59,0.0
20200607:0510,274.2,342.95,23.45,17.83,1.24,0.0
20200607:0610,594.17,765.64,33.09,20.13,1.17,0.0
20200607:0710,665.71,866.9,42.59,21.5,1.79,0.0
20200607:0810,710.28,934.5,51.42,22.76,2.07,0.0
20200607:0910,690.6,910.22,58.6,24.04,2.21,0.0
20200607:1010,619.17,813.34,62.54,25.18,2.21,0.0
20200607:1110,351.0,457.99,61.75,25.96,2.34,0.0
20200607:1210,434.9,569.96,56.56,26.22,2.34,0.0
20200607:1310,55.09,85.14,48.72,23.77,3.45,0.0
20200607:1410,28.84,51.08,39.59,22.97,2.07,0.0
20200607:1510,18.63,37.11,30.0,22.97,1.59,0.0
20200607:1610,47.29,75.12,20.41,22.97,1.79,0.0
20200607:1710,39.68,65.16,11.17,22.3,1.86,0.0
20200607:1810,0.0,4.53,2.63,21.28,2.28,0.0
20200607:1910,0.0,0.0,0.0,20.11,2.62,0.0
20200607:2010,0.0,0.0,0.0,19.36,2.76,0.0
20200607:2110,0.0,0.0,0.0,18.72,2.83,0.0
20200607:2210,0.0,0.0,0.0,18.08,2.83,0.0
20200607:2310,0.0,0.0,0.0,17.57,2.9,0.0
20200608:0010,0.0,0.0,0.0,17.17,2.9,0.0
20200608:0110,0.0,0.0,0.0,16.85,2.69,0.0
20200608:0210,0.0,0.0,0.0,16.56,2.55,0.0
20200608:0310,0.0,3.78,5.31,16.29,2.55,0.0
20200608:0410,4.55,15.14,14.11,17.11,2.48,0.0
20200608:0510,43.47,69.06,23.49,18.96,2.34,0.0
20200608:0610,253.04,321.16,33.12,20.63,2.76,0.0
20200608:0710,67.55,99.33,42.63,19.96,1.86,0.0
20200608:0810,312.48,398.75,51.47,20.78,1.66,0.0
20200608:0910,611.96,798.82,58.66,21.41,1.38,0.0
20200608:1010,594.55,775.8,62.63,22.15,1.45,0.0
20200608:1110,500.75,646.84,61.85,21.76,1.45,0.0
20200608:1210,374.54,480.33,56.67,21.07,1.79,0.0
20200608:1310,51.5,79.46,48.81,20.02,2.07,0.0
20200608:1410,29.35,51.08,39.69,19.65,2.28,0.0
20200608:1510,32.29,54.87,30.09,19.41,2.28,0.0
20200608:1610,32.59,55.21,20.5,19.16,2.48,0.0
20200608:1710,19.06,37.11,11.27,18.88,2.28,0.0
20200608:1810,0.0,2.72,2.73,18.35,1.93,0.0
20200608:1910,0.0,0.0,0.0,16.49,2.62,0.0
20200608:2010,0.0,0.0,0.0,16.01,2.69,0.0
20200608:2110,0.0,0.0,0.0,15.58,2.48,0.0
20200608:2210,0.0,0.0,0.0,15.49,2.07,0.0
20200608:2310,0.0,0.0,0.0,15.37,2.14,0.0
20200609:0010,0.0,0.0,0.0,15.14,2.28,0.0
20200609:0110,0.0,0.0,0.0,14.95,2.28,0.0
20200609:0210,0.0,0.0,0.0,14.65,2.21,0.0
20200609:0310,0.0,3.78,5.36,14.42,2.0,0.0
20200609:0410,5.75,17.03,14.15,14.43,2.0,0.0
20200609:0510,13.89,29.33,23.52,14.58,2.55,0.0
20200609:0610,55.27,82.3,33.15,14.77,2.97,0.0
20200609:0710,94.93,129.6,42.67,14.93,3.03,0.0
20200609:0810,169.1,216.63,51.51,15.24,3.17,0.0
20200609:0910,159.09,205.28,58.72,15.73,3.31,0.0
20200609:1010,112.83,151.36,62.71,16.19,3.31,0.0
20200609:1110,89.37,123.92,61.94,16.69,3.24,0.0
20200609:1210,153.32,199.6,56.76,16.91,3.17,0.0
20200609:1310,171.34,221.77,48.91,17.72,3.03,0.0
20200609:1410,75.3,107.84,39.78,18.15,2.83,0.0
20200609:1510,73.68,105.95,30.18,18.21,2.55,0.0
20200609:1610,25.83,46.16,20.6,18.23,2.69,0.0
20200609:1710,2.21,10.86,11.37,18.06,2.48,0.0
20200609:1810,0.0,3.62,2.82,17.67,2.21,0.0
20200609:1910,0.0,0.0,0.0,15.87,1.86,0.0
20200609:2010,0.0,0.0,0.0,15.61,1.86,0.0
20200609:2110,0.0,0.0,0.0,15.44,1.93,0.0
20200609:2210,0.0,0.0,0.0,15.18,1.93,0.0
20200609:2310,0.0,0.0,0.0,14.94,1.72,0.0
20200610:0010,0.0,0.0,0.0,14.61,1.45,0.0
20200610:0110,0.0,0.0,0.0,14.59,1.17,0.0
20200610:0210,0.0,0.0,0.0,14.48,0.9,0.0
20200610:0310,0.0,3.78,5.39,14.38,0.62,0.0
20200610:0410,6.32,17.97,14.18,14.59,0.48,0.0
20200610:0510,27.05,47.3,23.55,15.29,0.41,0.0
20200610:0610,78.66,111.63,33.18,16.59,0.48,0.0
20200610:0710,187.74,241.45,42.7,16.97,1.45,0.0
20200610:0810,395.13,495.9,51.55,18.44,1.93,0.0
20200610:0910,235.37,301.75,58.78,19.76,2.21,0.0
20200610:1010,226.05,292.32,62.78,21.17,2.28,0.0
20200610:1110,211.93,276.06,62.03,21.78,2.07,0.0
20200610:1210,172.96,228.93,56.85,22.22,2.0,0.0
20200610:1310,99.21,139.06,49.0,22.09,2.0,0.0
20200610:1410,122.04,166.49,39.87,21.65,2.07,0.0
20200610:1510,67.14,99.33,30.27,21.11,1.72,0.0
20200610:1610,39.97,65.16,20.68,20.63,0.76,0.0
20200610:1710,4.08,14.48,11.46,20.35,0.55,0.0
20200610:1810,1.33,9.05,2.91,19.54,0.62,0.0
20200610:1910,0.0,0.0,0.0,17.72,1.17,0.0
20200610:2010,0.0,0.0,0.0,16.71,1.31,0.0
20200610:2110,0.0,0.0,0.0,15.73,1.93,0.0
20200610:2210,0.0,0.0,0.0,15.34,2.34,0.0
20200610:2310,0.0,0.0,0.0,15.09,2.41,0.0
20200611:0010,0.0,0.0,0.0,14.87,2.21,0.0
20200611:0110,0.0,0.0,0.0,14.54,2.14,0.0
20200611:0210,0.0,0.0,0.0,14.28,2.07,0.0
20200611:0310,0.0,3.78,5.43,14.04,1.93,0.0
20200611:0410,143.36,184.66,14.2,14.8,1.52,0.0
20200611:0510,478.79,592.23,23.57,16.48,1.52,0.0
20200611:0610,619.43,782.11,33.2,18.22,2.0,0.0
20200611:0710,648.82,837.88,42.72,18.9,1.31,0.0
20200611:0810,676.5,888.74,51.58,20.34,1.17,0.0
20200611:0910,662.42,882.86,58.82,21.66,0.76,0.0
20200611:1010,613.31,827.84,62.85,22.73,0.07,0.0
20200611:1110,516.0,680.37,62.11,23.55,0.69,0.0
20200611:1210,381.08,496.74,56.94,23.99,1.59,0.0
20200611:1310,37.24,62.43,49.08,24.24,2.76,0.0
20200611:1410,28.78,51.08,39.95,23.46,2.34,0.0
20200611:1510,19.86,38.79,30.36,22.66,1.38,0.0
20200611:1610,14.88,31.68,20.77,22.54,1.86,0.0
20200611:1710,13.2,28.96,11.54,20.33,3.1,0.0
20200611:1810,1.33,9.05,3.0,19.14,1.59,0.0
20200611:1910,0.0,0.0,0.0,19.22,1.93,0.0
20200611:2010,0.0,0.0,0.0,18.54,1.93,0.0
20200611:2110,0.0,0.0,0.0,18.11,1.66,0.0
20200611:2210,0.0,0.0,0.0,17.42,1.03,0.0
20200611:2310,0.0,0.0,0.0,16.83,0.83,0.0
20200612:0010,0.0,0.0,0.0,16.23,1.66,0.0
20200612:0110,0.0,0.0,0.0,16.28,1.93,0.0
20200612:0210,0.0,0.0,0.0,16.57,2.14,0.0
20200612:0310,0.0,4.73,5.45,16.82,2.28,0.0
20200612:0410,4.54,15.14,14.22,17.41,2.28,0.0
20200612:0510,60.43,89.87,23.59,18.49,3.31,0.0
20200612:0610,546.78,679.9,33.22,19.73,3.52,0.0
20200612:0710,675.92,851.14,42.74,19.15,3.38,0.0
20200612:0810,695.27,882.86,51.61,20.43,3.59,0.0
20200612:0910,686.99,877.38,58.86,21.65,3.59,0.0
20200612:1010,616.62,790.45,62.91,23.07,3.31,0.0
20200612:1110,556.4,716.48,62.19,24.52,2.97,0.0
20200612:1210,438.17,568.18,57.02,25.68,3.24,0.0
20200612:1310,291.57,397.8,49.16,26.15,3.31,0.0
20200612:1410,139.27,228.09,40.03,25.8,3.03,0.0
20200612:1510,55.4,91.22,30.44,25.44,2.76,0.0
20200612:1610,97.43,138.47,20.85,24.8,2.14,0.0
20200612:1710,44.13,71.5,11.62,24.41,1.79,0.0
20200612:1810,4.0,14.48,3.08,23.54,2.0,0.0
20200612:1910,0.0,0.0,0.0,22.85,2.21,0.0
20200612:2010,0.0,0.0,0.0,21.84,2.14,0.0
20200612:2110,0.0,0.0,0.0,20.88,2.07,0.0
20200612:2210,0.0,0.0,0.0,20.04,2.21,0.0
20200612:2310,0.0,0.0,0.0,19.3,2.21,0.0
20200613:0010,0.0,0.0,0.0,18.46,2.07,0.0
20200613:0110,0.0,0.0,0.0,17.6,2.07,0.0
20200613:0210,0.0,0.0,0.0,16.89,2.07,0.0
20200613:0310,0.0,4.73,5.47,16.3,1.86,0.0
20200613:0410,127.27,167.77,14.24,16.94,1.38,0.0
20200613:0510,421.75,528.79,23.6,19.56,1.38,0.0
20200613:0610,557.16,710.62,33.23,21.07,1.86,0.0
20200613:0710,685.08,889.93,42.75,22.58,2.48,0.0
20200613:0810,723.52,949.95,51.63,24.08,2.76,0.0
20200613:0910,703.87,925.57,58.9,25.58,3.03,0.0
20200613:1010,646.31,842.77,62.96,26.91,3.72,0.0
20200613:1110,532.49,691.71,62.25,27.69,3.93,0.0
20200613:1210,419.83,548.72,57.09,27.95,3.93,0.0
20200613:1310,297.47,404.82,49.24,27.53,4.14,0.0
20200613:1410,119.26,166.49,40.11,27.13,3.93,0.0
20200613:1510,74.41,115.38,30.51,26.36,3.86,0.0
20200613:1610,71.84,106.8,20.92,25.45,3.79,0.0
20200613:1710,36.69,61.54,11.7,23.62,3.52,0.0
20200613:1810,4.53,15.39,3.16,22.42,3.1,0.0
20200613:1910,0.0,0.0,0.0,22.18,2.83,0.0
20200613:2010,0.0,0.0,0.0,21.42,3.03,0.0
20200613:2110,0.0,0.0,0.0,20.04,2.69,0.0
20200613:2210,0.0,0.0,0.0,19.04,2.14,0.0
20200613:2310,0.0,0.0,0.0,18.44,2.21,0.0
20200614:0010,0.0,0.0,0.0,18.27,2.83,0.0
20200614:0110,0.0,0.0,0.0,18.13,3.31,0.0
20200614:0210,0.0,0.0,0.0,17.7,3.38,0.0
20200614:0310,0.0,4.73,5.48,17.16,3.1,0.0
20200614:0410,5.11,16.08,14.24,16.76,2.76,0.0
20200614:0510,25.48,45.41,23.6,16.65,2.48,0.0
20200614:0610,52.37,79.46,33.23,16.89,2.97,0.0
20200614:0710,99.21,136.22,42.76,17.73,3.1,0.0
20200614:0810,197.93,253.32,51.64,17.82,3.1,0.0
20200614:0910,158.07,206.22,58.92,18.07,3.24,0.0
20200614:1010,177.67,229.87,63.01,18.45,3.24,0.0
20200614:1110,152.81,200.55,62.32,18.7,3.24,0.0
20200614:1210,109.74,149.46,57.16,19.01,3.52,0.0
20200614:1310,120.81,162.71,49.31,19.09,3.52,0.0
20200614:1410,61.8,91.76,40.18,19.07,3.38,0.0
20200614:1510,52.6,80.41,30.58,18.99,3.38,0.0
20200614:1610,32.03,54.3,20.99,18.52,3.45,0.0
20200614:1710,20.49,38.92,11.77,17.97,3.45,0.0
20200614:1810,0.0,1.81,3.23,17.47,3.38,0.0
20200614:1910,0.0,0.0,0.0,16.57,2.76,0.0
20200614:2010,0.0,0.0,0.0,16.27,2.76,0.0
20200614:2110,0.0,0.0,0.0,15.97,2.62,0.0
20200614:2210,0.0,0.0,0.0,15.71,2.69,0.0
20200614:2310,0.0,0.0,0.0,15.44,2.69,0.0
20200615:0010,0.0,0.0,0.0,15.26,2.48,0.0
20200615:0110,0.0,0.0,0.0,15.1,2.41,0.0
20200615:0210,0.0,0.0,0.0,14.97,2.34,0.0
20200615:0310,0.0,3.78,5.49,14.82,2.34,0.0
20200615:0410,4.62,15.14,14.25,14.83,2.9,0.0
20200615:0510,22.85,41.62,23.6,14.88,3.17,0.0
20200615:0610,54.44,81.35,33.23,14.99,3.24,0.0
20200615:0710,99.63,135.28,42.76,15.21,3.1,0.0
20200615:0810,147.1,191.09,51.65,15.52,3.24,0.0
20200615:0910,122.01,161.76,58.95,15.61,3.24,0.0
20200615:1010,181.44,231.76,63.05,15.82,3.03,0.0
20200615:1110,124.82,165.55,62.37,16.21,3.03,0.0
20200615:1210,76.7,108.79,57.23,16.6,3.1,0.0
20200615:1310,49.27,75.68,49.38,16.96,2.83,0.0
20200615:1410,43.91,69.06,40.25,16.99,2.41,0.0
20200615:1510,31.2,52.97,30.65,17.17,2.55,0.0
20200615:1610,15.34,31.68,21.06,17.09,2.55,0.0
20200615:1710,25.33,45.25,11.83,16.88,2.55,0.0
20200615:1810,0.0,3.62,3.29,16.7,2.48,0.0
20200615:1910,0.0,0.0,0.0,15.89,2.14,0.0
20200615:2010,0.0,0.0,0.0,15.86,2.34,0.0
20200615:2110,0.0,0.0,0.0,15.78,2.48,0.0
20200615:2210,0.0,0.0,0.0,15.78,2.62,0.0
20200615:2310,0.0,0.0,0.0,15.77,2.41,0.0
20200616:0010,0.0,0.0,0.0,15.67,2.41,0.0
20200616:0110,0.0,0.0,0.0,15.47,2.41,0.0
20200616:0210,0.0,0.0,0.0,15.32,2.41,0.0
20200616:0310,0.0,4.73,5.49,15.22,2.34,0.0
20200616:0410,4.6,15.14,14.25,15.28,2.48,0.0
20200616:0510,13.15,28.38,23.6,15.58,2.97,0.0
20200616:0610,44.05,69.06,33.23,16.45,2.69,0.0
20200616:0710,69.41,100.27,42.76,17.16,3.17,0.0
20200616:0810,95.87,132.44,51.65,17.94,2.76,0.0
20200616:0910,134.34,178.79,58.96,18.58,2.48,0.0
20200616:1010,144.88,192.03,63.08,19.39,2.48,0.0
20200616:1110,107.13,147.57,62.42,20.52,2.41,0.0
20200616:1210,172.19,226.09,57.28,20.75,2.55,0.0
20200616:1310,270.19,347.22,49.44,21.12,2.83,0.0
20200616:1410,223.68,293.09,40.31,20.61,2.97,0.0
20200616:1510,122.75,165.99,30.71,19.89,2.48,0.0
20200616:1610,49.66,76.93,21.12,19.38,2.62,0.0
20200616:1710,6.23,18.1,11.89,19.09,2.07,0.0
20200616:1810,0.0,2.72,3.35,18.63,2.14,0.0
20200616:1910,0.0,0.0,0.0,17.14,1.66,0.0
20200616:2010,0.0,0.0,0.0,16.86,1.79,0.0
20200616:2110,0.0,0.0,0.0,16.66,1.72,0.0
20200616:2210,0.0,0.0,0.0,16.59,1.66,0.0
20200616:2310,0.0,0.0,0.0,16.56,1.45,0.0
20200617:0010,0.0,0.0,0.0,16.55,1.66,0.0
20200617:0110,0.0,0.0,0.0,16.51,1.79,0.0
20200617:0210,0.0,0.0,0.0,16.46,1.86,0.0
20200617:0310,107.05,144.43,5.49,16.39,1.79,0.0
20200617:0410,4.56,15.14,14.24,16.55,1.45,0.0
20200617:0510,32.71,54.87,23.59,16.72,1.38,0.0
20200617:0610,59.98,88.92,33.22,16.82,1.24,0.0
20200617:0710,265.54,334.77,42.75,18.3,2.28,0.0
20200617:0810,552.35,698.83,51.65,19.15,2.21,0.0
20200617:0910,631.32,805.17,58.97,19.88,2.55,0.0
20200617:1010,389.02,492.68,63.11,20.27,2.41,0.0
20200617:1110,429.83,545.67,62.46,20.68,2.48,0.0
20200617:1210,390.5,501.88,57.34,21.51,1.79,0.0
20200617:1310,98.85,139.06,49.49,22.86,2.07,0.0
20200617:1410,224.31,302.13,40.36,22.34,2.07,0.0
20200617:1510,106.62,152.65,30.77,21.48,2.62,0.0
20200617:1610,68.9,101.37,21.18,20.77,1.66,0.0
20200617:1710,47.91,75.12,11.95,20.42,1.79,0.0
20200617:1810,5.13,16.29,3.41,19.71,1.79,0.0
20200617:1910,0.0,0.0,0.0,18.62,1.24,0.0
20200617:2010,0.0,0.0,0.0,17.34,1.31,0.0
20200617:2110,0.0,0.0,0.0,16.48,1.31,0.0
20200617:2210,0.0,0.0,0.0,15.67,1.1,0.0
20200617:2310,0.0,0.0,0.0,15.27,0.97,0.0
20200618:0010,0.0,0.0,0.0,14.6,0.9,0.0
20200618:0110,0.0,0.0,0.0,14.01,0.76,0.0
20200618:0210,0.0,0.0,0.0,13.89,0.48,0.0
20200618:0310,0.0,4.73,5.48,13.91,0.34,0.0
20200618:0410,4.61,15.14,14.23,14.85,0.41,0.0
20200618:0510,56.92,85.14,23.57,16.39,0.41,0.0
20200618:0610,88.11,122.98,33.2,16.79,0.9,0.0
20200618:0710,259.26,330.64,42.74,19.48,1.38,0.0
20200618:0810,499.06,638.15,51.64,20.47,1.52,0.0
20200618:0910,489.83,628.01,58.97,21.01,1.66,0.0
20200618:1010,397.92,511.04,63.12,21.72,1.59,0.0
20200618:1110,481.24,620.53,62.5,21.85,1.59,0.0
20200618:1210,420.82,542.1,57.38,22.12,1.93,0.0
20200618:1310,276.27,357.63,49.54,22.26,2.41,0.0
20200618:1410,50.23,78.52,40.42,22.17,2.76,0.0
20200618:1510,51.26,79.46,30.82,20.95,2.14,0.0
20200618:1610,101.79,141.19,21.23,20.28,1.72,0.0
20200618:1710,38.67,63.35,12.0,20.25,1.52,0.0
20200618:1810,5.67,17.2,3.45,19.72,1.24,0.0
20200618:1910,0.0,0.0,0.0,18.97,1.79,0.0
20200618:2010,0.0,0.0,0.0,17.87,1.52,0.0
20200618:2110,0.0,0.0,0.0,16.94,0.9,0.0
20200618:2210,0.0,0.0,0.0,16.07,1.59,0.0
20200618:2310,0.0,0.0,0.0,15.5,1.38,0.0
20200619:0010,0.0,0.0,0.0,14.9,1.24,0.0
20200619:0110,0.0,0.0,0.0,14.21,1.1,0.0
20200619:0210,0.0,0.0,0.0,13.77,1.1,0.0
20200619:0310,0.0,4.73,5.47,13.39,1.38,0.0
20200619:0410,4.61,15.14,14.21,14.9,0.97,0.0
20200619:0510,29.08,50.14,23.55,16.41,0.83,0.0
20200619:0610,138.27,183.41,33.18,17.68,0.9,0.0
20200619:0710,246.88,312.45,42.72,18.09,2.07,0.0
20200619:0810,476.46,600.44,51.62,19.13,2.07,0.0
20200619:0910,504.92,646.63,58.96,20.26,1.52,0.0
20200619:1010,589.05,769.06,63.14,21.03,1.03,0.0
20200619:1110,529.45,687.75,62.53,21.98,1.17,0.0
20200619:1210,84.2,121.09,57.42,22.6,1.52,0.0
20200619:1310,142.92,192.98,49.59,22.8,1.72,0.0
20200619:1410,220.86,290.38,40.46,21.23,2.28,0.0
20200619:1510,152.78,204.12,30.86,19.82,2.62,0.0
20200619:1610,61.21,91.41,21.28,19.63,1.79,0.0
20200619:1710,25.71,46.16,12.04,19.07,2.0,0.0
20200619:1810,0.94,8.15,3.5,18.32,2.07,0.0
20200619:1910,0.0,0.0,0.0,17.32,2.0,0.0
20200619:2010,0.0,0.0,0.0,16.86,1.93,0.0
20200619:2110,0.0,0.0,0.0,16.53,1.93,0.0
20200619:2210,0.0,0.0,0.0,16.23,2.07,0.0
20200619:2310,0.0,0.0,0.0,16.03,2.21,0.0
20200620:0010,0.0,0.0,0.0,15.87,2.21,0.0
20200620:0110,0.0,0.0,0.0,15.7,2.21,0.0
20200620:0210,0.0,0.0,0.0,15.55,2.07,0.0
20200620:0310,0.0,3.78,5.45,15.52,1.72,0.0
20200620:0410,4.59,15.14,14.18,15.65,1.86,0.0
20200620:0510,13.14,28.38,23.53,15.75,2.21,0.0
20200620:0610,22.7,41.62,33.15,16.06,2.28,0.0
20200620:0710,76.43,108.79,42.69,17.03,2.21,0.0
20200620:0810,161.66,210.95,51.6,17.62,1.72,0.0
20200620:0910,180.86,234.6,58.95,18.15,1.59,0.0
20200620:1010,119.52,161.76,63.14,18.94,1.45,0.0
20200620:1110,256.81,328.87,62.55,19.66,1.66,0.0
20200620:1210,347.79,442.21,57.46,19.77,2.0,0.0
20200620:1310,96.28,134.33,49.63,20.17,2.14,0.0
20200620:1410,44.62,70.95,40.5,20.43,1.93,0.0
20200620:1510,154.1,206.63,30.91,20.68,1.79,0.0
20200620:1610,102.35,142.1,21.32,20.47,1.38,0.0
20200620:1710,45.79,72.41,12.09,20.14,1.31,0.0
20200620:1810,4.62,15.39,3.54,19.57,1.66,0.0
20200620:1910,0.0,0.0,0.0,17.98,1.72,0.0
20200620:2010,0.0,0.0,0.0,17.46,1.66,0.0
20200620:2110,0.0,0.0,0.0,17.15,1.59,0.0
20200620:2210,0.0,0.0,0.0,16.88,1.17,0.0
20200620:2310,0.0,0.0,0.0,16.49,1.03,0.0
20200621:0010,0.0,0.0,0.0,16.21,1.1,0.0
20200621:0110,0.0,0.0,0.0,16.3,1.17,0.0
20200621:0210,0.0,0.0,0.0,16.35,1.17,0.0
20200621:0310,0.0,3.78,5.42,16.35,1.24,0.0
20200621:0410,4.56,15.14,14.16,16.51,1.38,0.0
20200621:0510,56.93,85.14,23.5,16.88,1.93,0.0
20200621:0610,102.98,140.95,33.12,17.54,1.72,0.0
20200621:0710,182.07,235.77,42.66,19.3,3.17,0.0
20200621:0810,124.17,167.44,51.58,19.74,2.69,0.0
20200621:0910,193.88,251.81,58.94,20.48,2.76,0.0
20200621:1010,326.01,414.12,63.14,21.17,3.03,0.0
20200621:1110,330.87,421.31,62.57,21.91,3.31,0.0
20200621:1210,191.14,250.35,57.48,22.53,3.45,0.0
20200621:1310,271.95,351.78,49.66,22.91,3.24,0.0
20200621:1410,91.84,130.55,40.54,23.37,3.1,0.0
20200621:1510,30.22,52.97,30.95,23.38,2.9,0.0
20200621:1610,21.32,40.73,21.35,22.24,3.03,0.0
20200621:1710,18.98,37.11,12.12,19.75,3.03,0.0
20200621:1810,0.0,1.81,3.57,18.77,2.9,0.0
20200621:1910,0.0,0.0,0.0,18.34,3.17,0.0
20200621:2010,0.0,0.0,0.0,18.06,3.66,0.0
20200621:2110,0.0,0.0,0.0,17.71,3.59,0.0
20200621:2210,0.0,0.0,0.0,17.46,3.24,0.0
20200621:2310,0.0,0.0,0.0,17.31,2.83,0.0
20200622:0010,0.0,0.0,0.0,17.36,3.24,0.0
20200622:0110,0.0,0.0,0.0,17.38,3.17,0.0
20200622:0210,0.0,0.0,0.0,17.36,2.48,0.0
20200622:0310,0.0,3.78,5.39,17.43,3.17,0.0
20200622:0410,4.53,15.14,14.12,17.61,2.83,0.0
20200622:0510,12.98,28.38,23.46,17.84,2.28,0.0
20200622:0610,36.89,60.54,33.09,18.3,2.14,0.0
20200622:0710,175.93,227.92,42.63,18.17,2.34,0.0
20200622:0810,70.84,103.11,51.55,19.58,2.48,0.0
20200622:0910,92.35,129.6,58.91,20.39,2.62,0.0
20200622:1010,93.58,131.49,63.13,21.25,2.97,0.0
20200622:1110,141.73,190.14,62.58,21.96,3.1,0.0
